x_val,y_added,y_removed,y_combined
" gt($(Int, 15), $(Int, 3 )) ",4,4,8
"eq(at(z, 3), $(Real, 7.1))",4,4,8
type_of(Int) is Type,4,4,8
" gt($(Char, 'G'), $(Char, 'F')) ",4,4,8
as_long(tester) is 10,4,4,8
type_of(y),4,4,8
"c_str(s0), """"",6,2,8
"as_double($(Int, 7)) is 7.0",4,4,8
" le($(Int, 11), $(Int, 888)) ",4,4,8
" ge($(Char, 'T'), $(Char, 'T')) ",4,4,8
" eq(at(a0, 0), $(String, ""Foo"")) ",4,4,8
"at(l0, 1) is li0",4,4,8
"contains(x, $(Real, 2.0))",4,4,8
hash(False) is 0,4,4,8
"get(m0, mk1) is dv5",4,4,8
"at(l2, 0) is li4",4,4,8
char1,4,4,8
"contains(s0, $(String, ""oon""))",4,4,8
" hash($(Char, 'b')) is 98",4,4,8
" eq(get(a0, $(Int, 1)), $(Int, 20)) ",4,4,8
"as_str(s2), ""Hello""",4,4,8
"at(l0, 1) is li5",4,4,8
" eq(get(a0, $(Int, 2)), $(Int, 3)) ",4,4,8
as_long(fst) is 64,4,4,8
t0 != t1,4,4,8
"eq(at(z, 1), $(Real, 2.2))",4,4,8
" eq($(Real, 1.11), $(Real, 1.11)) ",4,4,8
"at(l1, 1) is li5",4,4,8
"contains(a0, $(Int, 5))",4,4,8
" eq($(Int, 111), $(Int, 111)) ",4,4,8
"contains(y, $(Real, 1.1))",4,4,8
" hash($(Real, 11.0)) is r1.as_long ",4,4,8
hash(True) is 1,4,4,8
z,4,4,8
" le($(Int, 21), $(Int, 32)) ",4,4,8
" hash($(Real, 0.6)) is r2.as_long ",4,4,8
 not(real2 is real1) ,4,4,8
" lt($(Int, 34), $(Int, 323)) ",4,4,8
" neq($(Int, 34), $(Int, 54)) ",4,4,8
len(y) is 4,4,4,8
"type_implements(Real, Num)",4,4,8
"as_double($(Real, 9.8)) is 9.8",4,4,8
"as_str(xs), ""Hello""",4,4,8
as_long(second) is 22,4,4,8
"as_str(s1), ""There""",4,4,8
"eq(at(z, 2), $(Real, 5.2))",4,4,8
real2,4,4,8
"type_implements(String, Eq)",4,4,8
"eq(total, $I(0))",5,3,8
len(m0) is 3,4,4,8
" eq(get(a1, $(Int, 0)), $(String, ""Hello"")) ",4,4,8
c_int(tester) is 20,4,4,8
as_long(tester) is 0,4,4,8
new_values,4,4,8
" eq(get(a1, $(Int, 1)), $(String, ""Blah"")) ",4,4,8
as_long(int2) is 24313,4,4,8
"contains(y, $(Real, 2.2))",4,4,8
"contains(l0, li0)",4,4,8
type_of(Real) is Type,4,4,8
type_of(Type) is Type,4,4,8
" eq($(String, ""there""), $(String, ""there"")) ",4,4,8
" hash($(Int, 06)) is 06 ",4,4,8
l1 != l2,4,4,8
as_double(True) is 1.0,4,4,8
type_of(x) is Int,4,4,8
"at(l0, 2) is li0",4,4,8
"as_str(str), ""FizzBuzzBoo""",4,4,8
as_char(char1) is 'b',4,4,8
as_long(first) is 1,4,4,8
"type_class(Int, Ord)",4,4,8
"eq(maxval, $(Real, 7.1))",4,4,8
"get(args, $I(1))",4,4,8
as_long(False) is 0,4,4,8
f0 != f2,4,4,8
" eq(at(a2, 0), $(Int, 1)) ",4,4,8
"contains(m2, mk0)",4,4,8
char0,4,4,8
"as_long($(Int, 5)) is 5",4,4,8
as_long(total) is 150,4,4,8
"as_str(xs), ""There""",4,4,8
" eq(at(a0, 3), $(Int, 3)) ",4,4,8
as_long(apple_price) is 12,4,4,8
" eq(out, $(String, ""Hello Bob!"")) ",4,4,8
" (eq(key, $S(""Hello"")) and eq(val, $I(2))) or (eq(key, $S(""There"")) and eq(val, $I(5)))",5,3,8
" eq(at(a0, 1), $(Int, 1)) ",4,4,8
" hash($(Int, 8213)) is 8213 ",4,4,8
"type_of($(Real, 1.0)) is Real",4,4,8
" le($(Char, 'A'), $(Char, 'a')) ",4,4,8
" eq(at(a2, 0), $(Real, 1.1)) ",4,4,8
"get(args, $(Int, 0))",4,4,8
"as_str(s0), ""Hello""",4,4,8
type_of(True) is Bool,4,4,8
as_long(int0) is 1,4,4,8
" gt($(Int, 5133), $(Int, 232)) ",4,4,8
"contains(s0, $(String, ""Balloons""))",4,4,8
"at(x, 0) is fst",4,4,8
" le($(Int, 166), $(Int, 166)) ",4,4,8
"as_long($(Real, 5.5)) is 5",4,4,8
"contains(m2, mk2)",4,4,8
" gt($(Real, 51.33), $(Real, 2.32)) ",4,4,8
"at(l0, 3) is li0",4,4,8
" neq($(Char, 'T'), $(Char, 'V')) ",4,4,8
" ge($(Int, 71), $(Int, 71)) ",4,4,8
"type_class(Type, AsStr)",4,4,8
"type_class(List, At)",4,4,8
" neq($(Int, 2 ), $(Int, 20)) ",4,4,8
"contains(m2, mk3)",4,4,8
" lt($(Int, 2332), $(Int, 9992)) ",4,4,8
"as_str($(String, ""Hello"")), ""Hello""",4,4,8
as_long(tester) is -20,4,4,8
as_long(res1) == as_long(res2),4,4,8
" lt($(Real, 31.0), $(Real, 32.3)) ",4,4,8
" eq(l1, l3) ",4,4,8
" ge($(Real, 87.34), $(Real, 2.89)) ",4,4,8
" lt($(Real, 23.32), $(Real, 99.92)) ",4,4,8
as_double(real2) is 24.313,4,4,8
f0 != f1,4,4,8
"as_double($(Real, 5.1)) is 5.1",4,4,8
as_long(int2) is 1,4,4,8
f1 != f2,4,4,8
"at(l0, 3) is li1",4,4,8
is_empty(x),4,4,8
"mem(t0, $(String, ""Hello""))",4,4,8
"type_implements(Int, New)",4,4,8
" eq(at(a1, 0), $(Real, 1.1)) ",4,4,8
" le($(Char, 'a'), $(Char, 'a')) ",4,4,8
f2,4,4,8
" gt($(Char, 'b'), $(Char, 'a')) ",4,4,8
"at(l2, 1) is li1",4,4,8
"eq(at(x, 2), $(Int, 10))",4,4,8
"at(l2, 1) is li5",4,4,8
as_double(snd) is 3.2,4,4,8
as_double(real0) is 1.0,4,4,8
" ge($(Real, 2.89), $(Real, 2.89)) ",4,4,8
"as_str($(String, ""There"")), ""There""",4,4,8
"eq(at(x, 1), $(Int, 10))",4,4,8
" eq(l0, l2) ",4,4,8
l0 != l1,4,4,8
"type_of($(Int, 1)) is Int",4,4,8
" le($(Real, 16.6), $(Real, 16.6)) ",4,4,8
"as_char($(Char, 'b')) is 'b'",4,4,8
"contains(m2, mk4)",4,4,8
" hash($(Char, 'z')) is 122",4,4,8
"contains(l0, li4)",4,4,8
" neq(l1, l2) ",4,4,8
" eq($(Int, 23), $(Int, 23)) ",4,4,8
"type_implements(IntParent, ReturnTrue)",4,4,8
" ge($(Int, 78), $(Int, 71)) ",4,4,8
as_str(xs) != as_str(ys),4,4,8
" hash($(Real, 82.13)) is r3.as_long ",4,4,8
"contains(m1, mk3)",4,4,8
as_long(x) is 1,4,4,8
as_char(char0) is 'a',4,4,8
"as_str(True), ""True""",4,4,8
as_long(fst) is 10,4,4,8
" gt($(Int, 5), $(Int, 0)) ",4,4,8
"contains(m2, mk1)",4,4,8
"contains(m2, mk5)",4,4,8
as_double(False) is 0.0,4,4,8
" eq($(Real, 23.55), $(Real, 23.55)) ",4,4,8
" le($(Int, 32), $(Int, 32)) ",4,4,8
"lt(False, True)",4,4,8
as_double(y) is 1.0,4,4,8
as_long(x) is 10,4,4,8
"contains(s0, $(String, ""Ball""))",4,4,8
t0 != t2,4,4,8
"as_str(x), as_str(y)",4,4,8
"as_str(s0), ""Ball""",4,4,8
"as_long($(Real, 5.4)) is 5",4,4,8
"at(x, 2) is trd",4,4,8
"mem(a0, $(Int, 1))",4,4,8
"contains(m1, mk5)",4,4,8
as_long(snd) is 32,4,4,8
" hash($(Int, 34)) is 34 ",4,4,8
as_char(char1) is 'a',4,4,8
"eq(total, $I(5))",5,3,8
" hash($(Real, 34.0)) is r0.as_long ",4,4,8
"get(args, $I(0))",4,4,8
"as_str(s0), """"",4,4,8
"as_str(False), ""False""",4,4,8
as_long(pear_price) is 55,4,4,8
real0,4,4,8
" neq($(String, ""group""), $(String, ""GROUP"")) ",4,4,8
real1,4,4,8
"get(m0, mk0) is dv0",4,4,8
" gt($(Real, 5.0), $(Real, 0.0)) ",4,4,8
" eq(i2, $I(6)) ",5,3,8
" eq($(Char, 'h'), $(Char, 'h')) ",4,4,8
l0 != l2,4,4,8
"contains(s0, $(Char, 'l'))",4,4,8
as_double(real2) is 1.0,4,4,8
" lt($(Char, 'V'), $(Char, 't')) ",4,4,8
" eq($(Int, 1 ), $(Int, 1 )) ",4,4,8
" eq(i1, $I(5)) ",5,3,8
"contains(y, $(Real, 7.1))",4,4,8
len(somes) is 2,4,4,8
as_long(True) is 1,4,4,8
"eq(False, False)",4,4,8
" eq(i0, $I(2)) ",5,3,8
"get(args, $(Int, 1))",4,4,8
" eq(first, $(Int, 1)) ",4,4,8
"contains(m1, mk4)",4,4,8
" eq(get(a1, $(Int, 2)), $(String, ""People"")) ",4,4,8
"at(x, 1) is snd",4,4,8
" lt($(Char, 'C'), $(Char, 'x')) ",4,4,8
"at(l2, 0) is li0",4,4,8
as_long(x) is 20,4,4,8
" neq($(Real, 3.4), $(Real, 5.4)) ",4,4,8
"contains(y, $(Real, 5.2))",4,4,8
xs != ys,4,4,8
"neq(x, y)",4,3,7
icall->call_with,4,3,7
ivector->dot,3,3,6
d1 != d2,3,3,6
ieq->eq,3,3,6
"eq(z, $(Int, 1))",3,3,6
"eq(w, $(Int, 0))",3,3,6
"hash($(String, ""Hello"")) is 511",3,3,6
iord->lt,3,3,6
inum->div,3,3,6
istream->open,3,3,6
"eq(y, at(rx,0))",3,3,6
ipush->pop,3,3,6
ipush->push_front,3,3,6
"eq(x, at(rx,0))",3,3,6
self,3,3,6
iord->gt,3,3,6
"as_str(out), ""This is an example 10 1""",3,3,6
"mem(t0, $S(""Hello""))",4,2,6
" eq(get(a0, $I(1)), $I(1)) ",4,2,6
"neq(at(r,0), $(String, ""Blah""))",3,3,6
iat->set,3,3,6
iretain->retain,3,3,6
"contains(p, x)",3,3,6
iaslong->as_long,3,3,6
" eq(get(a0, $I(3)), $I(3)) ",4,2,6
iiter->iter_next,3,3,6
iat->at,3,3,6
" eq(item, $S(""There"")) ",4,2,6
"eq(at(r,0), $(String, ""Almost like an Auto Ptr""))",3,3,6
"eq(at(w, 3), $(Int, 135))",3,3,6
ivector->length,3,3,6
ipush->pop_back,3,3,6
inum->absolute,3,3,6
" eq(item, $S(""People"")) ",4,2,6
as_str(x) isnt as_str(y),3,3,6
d0 != d2,3,3,6
" eq(item, $S(""Hello"")) ",4,2,6
"eq(at(liferef2,0), $(String, ""Life is Grand""))",3,3,6
ihash->hash,3,3,6
"contains(p, y)",3,3,6
"eq(at(w, 5), $(Int, 123213))",3,3,6
"hash($(String, ""There"")) is 515",3,3,6
inum->sub,3,3,6
istream->tell,3,3,6
"eq(at(liferef0,0), $(String, ""Life is Long""))",3,3,6
ipush->push_back,3,3,6
" eq(i2, $(Int, 8)) ",3,3,6
istream->seek,3,3,6
ipush->pop_at,3,3,6
idict->put,3,3,6
"eq(get(p, x), $(Int, 2))",3,3,6
inum->mul,3,3,6
ipush->push,3,3,6
"eq(at(liferef1,0), $(String, ""Life is Beautiful""))",3,3,6
d0 != d1,3,3,6
"contains(p, z)",3,3,6
iiter->iter_start,3,3,6
istream->flush,3,3,6
"hash($(String, ""People"")) is 629",3,3,6
"eq(x, $(Int, 5))",3,3,6
"eq(at(w, 4), $(Int, 254))",3,3,6
"eq(at(w, 1), $(Int, 11))",3,3,6
((FunctionData*)f1)->func isnt ((FunctionData*)f2)->func,3,3,6
iasdouble->as_double,3,3,6
iasstr->as_str,3,3,6
ipush->pop_front,3,3,6
inum->negate,3,3,6
as_long(item) == as_long(shadow_item),3,3,6
istream->eof,3,3,6
inum->add,3,3,6
iretain->release,3,3,6
"eq(y, $(Int, 10))",3,3,6
istream->close,3,3,6
"eq(get(p, x), $(Int, 1))",3,3,6
"eq(at(w, 0), $(Int, 1))",3,3,6
ipush->push_at,3,3,6
icopy->copy,3,3,6
iiter->iter_end,3,3,6
idict->get,3,3,6
"eq(at(w, 2), $(Int, 22))",3,3,6
"mem(m1, $S(""Bonjour""))",3,2,5
" eq(get(a1, $I(0)), $F(1.1)) ",3,2,5
" eq(get(a0, $I(2)), $I(1)) ",3,2,5
"mem(m2, $S(""There""))",3,2,5
"mem(a0, $I(5))",3,2,5
"mem(m2, $S(""Where""))",3,2,5
" eq(get(a1, $I(1)), $S(""There"")) ",3,2,5
" eq(get(l0, $I(0)), $I(1)) ",5,0,5
" eq(get(a1, $I(0)), $S(""Foo"")) ",3,2,5
"mem(m0, $S(""There""))",3,2,5
len(m0) is 1,3,2,5
" eq(get(a2, $I(0)), $I(1)) ",3,2,5
" eq($S(""Hello""), $S(""Hello"")) ",3,2,5
" eq(get(a1, $I(2)), $S(""Bar"")) ",3,2,5
len(current(Exception)) is 0,5,0,5
"mem(m2, $S(""Bonjour""))",3,2,5
"testinput, testoutput2",2,2,4
isort->sort,2,2,4
c_int(tester) is 10,2,2,4
"eq(hello1, hello2)",2,2,4
"mem(t2, $(String, ""Bonjour""))",2,2,4
"type_of(at(numbers, 0)) is Int",2,2,4
c_int(tester) is 60,2,2,4
"as_str(fst), ""Hello""",2,2,4
iprocess->current,2,2,4
m1 != m2,2,2,4
char1 != char2,2,2,4
0 == error,2,2,4
iserialize->serial_write,2,2,4
"at(a0, 3) is Undefined",2,2,4
lo->num_slots >= lo->num_items,2,2,4
1 == chars,2,2,4
" eq(get(a0, $(Int, 1)), $(String, ""Blah"")) ",2,2,4
"mem(t2, $(String, ""There""))",2,2,4
"eq(get(x, $(Int, 1)), $(Int, 5))",2,2,4
" eq(get(a1, $(Int, 0)), $(Float, 1.1)) ",2,2,4
a1 != a2,2,2,4
return_true(Int),2,2,4
iformat->format_from,2,2,4
inew->construct,2,2,4
iformat->format_to,2,2,4
"mem(m0, $(String, ""Hello""))",2,2,4
((FunctionData*)f1)->func != ((FunctionData*)f2)->func,2,2,4
icollection->clear,2,2,4
as_str(x) != as_str(y),2,2,4
"type_of(at(numbers, 1)) is Real",2,2,4
"gt(m2, m0)",2,2,4
"mem(a0, $(Int, 5))",2,2,4
" eq(get(a2, $(Int, 0)), $(Int, 1)) ",2,2,4
ilen->len,2,2,4
Py_GetVersion(),2,2,4
"eq(get(x, $(Int, 2)), $(Int, 10))",2,2,4
ishow->look,2,2,4
tell(f0) is 9,2,2,4
Py_GetPlatform(),2,2,4
iserialize->serial_read,2,2,4
iempty->clear,2,2,4
icollection->len,2,2,4
"c_str(ys), ""There""",2,2,4
"mem(x, $(Int, 3))",2,2,4
ilockable->unlock,2,2,4
" eq(get(a1, $(Int, 2)), $(String, ""Bar"")) ",2,2,4
return_true(IntParent),2,2,4
"mem(x, $(Int, 1))",2,2,4
istream->write,2,2,4
inew->destruct,2,2,4
Py_GetCopyright(),2,2,4
" eq(get(a0, $(Int, 0)), $(String, ""Hello"")) ",2,2,4
"mem(x, $I(1))",2,2,4
"c_int(get(x, $I(0))) is 100",4,0,4
a2 != a1,2,2,4
"55 == as_long(get(prices, $(String, ""Pear"")))",2,2,4
"at(x, 3) is Undefined",2,2,4
"at(a0, -1) is Undefined",2,2,4
"eq(get(x, $(Int, 1)), $(Int, 10))",2,2,4
i,2,2,4
"12 == as_long(get(prices, $(String, ""Apple"")))",2,2,4
" eq(get(l0, $I(2)), $I(3)) ",4,0,4
5 == len(hello1),2,2,4
"mem(t1, $(String, ""Bonjour""))",2,2,4
"as_str(snd), ""There""",2,2,4
Exception_Depth() is 2,2,2,4
m0 != m2,2,2,4
"""NoneType"", as_str(type_of(_none))",2,2,4
"lt(m0, m2)",2,2,4
" eq(get(a0, $(Int, 3)), $(Int, 3)) ",2,2,4
iempty->is_empty,2,2,4
iappend->append,2,2,4
"eq(e, $(Int, 4))",2,2,4
"mem(t0, $(String, ""There""))",2,2,4
c_str(xs) isnt c_str(ys),2,2,4
"eq(total, $(Int, 0))",2,2,4
"10.12 == as_double(at(numbers, 1))",2,2,4
" eq(get(a0, $(Int, 2)), $(String, ""People"")) ",2,2,4
icontains->contains,2,2,4
"neq(e, $(Int, 1))",2,2,4
"eq(total, $(Int, 5))",2,2,4
icollection->discard,2,2,4
2 == not_contains,2,2,4
m0 != m1,2,2,4
"""None"", as_str(_none)",2,2,4
" eq(get(a0, $(Int, 2)), $(Int, 1)) ",2,2,4
"""Hello"", as_str(hello1)",2,2,4
"get(x, $I(1)) is Float",2,2,4
c_int(y) is 20,2,2,4
istream->read,2,2,4
"eq(get(x, $I(0)), $I(0))",2,2,4
" eq(get(a0, $(Int, 1)), $(Int, 1)) ",2,2,4
"mem(t2, $(String, ""Where""))",2,2,4
" eq(get(a1, $(Int, 1)), $(String, ""There"")) ",2,2,4
"type_of(at(numbers, 2)) is Int",2,2,4
"at(x, -1) is Undefined",2,2,4
1 == integers,2,2,4
"1 == as_long(at(numbers, 0))",2,2,4
iprocess->terminate,2,2,4
"as_str(string), ""Hello""",2,2,4
"1.34 == as_double(get(prices, $(String, ""Banana"")))",2,2,4
iassign->assign,2,2,4
iaschar->as_char,2,2,4
icollection->contains,2,2,4
"at(in_func, 0)",2,2,4
" eq(get(a1, $(Int, 0)), $(String, ""Foo"")) ",2,2,4
(var)eof(f0) is False,2,2,4
"mem(x, $I(3))",2,2,4
ireverse->reverse,2,2,4
iprocess->join,2,2,4
" eq(get(a2, $(Int, 0)), $(Float, 1.1)) ",2,2,4
exception_depth() is 2,2,2,4
"type_implements(Int, ReturnTrue)",2,2,4
"at(l0, -1) is Undefined",2,2,4
ilockable->lock,2,2,4
3 == len(numbers),2,2,4
" eq(string, $(String, ""Hello"")) ",2,2,4
"6 == as_long(at(numbers, 2))",2,2,4
c_int(tester) is 6,2,2,4
"at(l0, 4) is Undefined",2,2,4
c_float(float1) is 24.313,2,1,3
 hash($F(82.13)) is r3.c_int ,2,1,3
" le($S(""guard""), $S(""guardian"")) ",2,1,3
" gt($S(""dog""), $S(""cat"")) ",2,1,3
c_float(float0) is 1.0,2,1,3
" neq($I(34), $I(54)) ",2,1,3
