x_val,y_added,y_removed,y_combined
"strcmp(row[i], ""88"") == 0",3,3,6
"!F_ISSET(dbc->dbp, DB_AM_SECONDARY)",3,3,6
field_count == exp_count,3,3,6
!(block->status & BLOCK_REASSIGNED),6,0,6
length[6] == 4,3,3,6
dt_length == 19,3,3,6
small_data == o_small_data,3,3,6
"strcmp(data, ""10.22"") == 0",3,3,6
is_null[0] == 0,3,3,6
t_data == 19,3,3,6
"F_ISSET(dbp, DB_AM_SECONDARY)",3,3,6
0 <= idx && (uint) idx < arr.elements,3,3,6
info->type_stack != NULL && info->type_stack->type.classdef != NULL && info->type_stack->type.classdef->method != NULL,2,4,6
stmtTxActive,2,4,6
length == 8,3,3,6
&keycache->cache_lock,4,2,6
short_value == -5999,3,3,6
3 == my_process_result_set(result),3,3,6
length[1] == len,3,3,6
short_value == -128,3,3,6
op == DB_TXN_PRINT,3,3,6
tm[i].month == 0 || tm[i].month == month+count,3,3,6
"strcmp(data, ""8.00"") == 0",3,3,6
id == 0,3,3,6
info->block_depth == 1,2,4,6
tiny_value == 0,3,3,6
length[1] == 4,3,3,6
accessed_table >= 0 && accessed_table < STMT_ACCESS_TABLE_COUNT,4,2,6
tm[i].second == 0 || tm[i].second == sec+count,3,3,6
rc != 0,3,3,6
 1000 == mysql_num_fields(field_res),3,3,6
data.size == sizeof(int),3,3,6
short_value == 35999,3,3,6
!stmt,3,3,6
"(int)tiny_data == my_process_result_set(mysql,result)",3,3,6
!block->status,4,2,6
m_status == DA_OK,4,2,6
ts_4[0] == '\0',3,3,6
length[5] == 5,3,3,6
field->org_name[0] == '\0',3,3,6
length == 5,3,3,6
is_null[i],3,3,6
indx < BUILTIN_TYPE_COUNT,2,4,6
long_value == 35999,3,3,6
tm[i].day == 0 || tm[i].day == day+count,3,3,6
longlong_value == 255,3,3,6
b_data == 4999999,3,3,6
length[4] == 8,3,3,6
field->table[0] == '\0',3,3,6
1 == my_process_result(mysql),3,3,6
"1 == my_stmt_result(""SELECT ROW(1, 7) IN (select id, id1 from test_sub2 WHERE id1= 7)"")",3,3,6
row_count == 2,3,3,6
is_null[i] == 0,3,3,6
tm[i].hour == 0 || tm[i].hour == hour+count,3,3,6
length[3] == 2,3,3,6
item,5,1,6
length == 11,3,3,6
param_count == 1,3,3,6
big_data == o_big_data,3,3,6
(page_st == PAGE_TO_BE_READ) || (block->status & BLOCK_READ),6,0,6
ts_length == 19,3,3,6
rep->priority != 0,3,3,6
"1 == my_stmt_result(""SELECT ROW(1, 7) IN (select id, id1 from test_sub2 WHERE id1= 8)"")",3,3,6
int_data == o_int_data,3,3,6
6 == mysql_num_fields(result),3,3,6
mysql_errno(mysql) == err,3,3,6
ts6_length == 19,3,3,6
" col, dfield_get_type(dtuple_get_nth_field( dtuple, i))",4,2,6
y_length == 4,3,3,6
field->type == type,3,3,6
wtree->with_delete == 0,3,2,5
basedir != NULL,2,3,5
"!memcmp(buffer, test_string, ret)",5,0,5
cp != NULL,2,3,5
!info->bulk_insert && (!rows || rows >= MI_MIN_ROWS_TO_USE_BULK_INSERT),3,2,5
astate != NULL,2,3,5
dst <= end,3,2,5
!mysql_more_results(mysql),3,2,5
"cached_rec + templ->mysql_col_offset, templ->mysql_col_len",3,2,5
sizeof(LARGE_INTEGER) == sizeof(query_performance_frequency),3,2,5
thr_client_alarm,4,1,5
keypos <= endpos,3,2,5
0 < i && i <= m->g->nsub,5,0,5
is_started(),5,0,5
bitmap_size != ~(uint) 0,2,3,5
"prebuilt->fetch_cache [prebuilt->fetch_cache_first], prebuilt->mysql_prefix_len",3,2,5
lockfile != NULL,3,2,5
"info->end_of_file - (info->append_read_pos-info->write_buffer) == (res=my_tell(info->file,MYF(0)))",3,2,5
argp->flag != 0,2,2,4
mysql_next_result(mysql_local) > 0,2,2,4
double_val == (longlong) uint64_min,2,2,4
block->hash_link == hash_link,4,0,4
(A) == (B) || ((A)+(C)) <= (B) || ((B)+(C)) <= (A),2,2,4
"strcmp(row[field],exp_data) == 0",2,2,4
LOCK_ISSET(*lock),2,2,4
length[1] == 2,2,2,4
result == TCL_OK,2,2,4
buf1_len == strlen(cp1251),2,2,4
hcp->page != NULL,2,2,4
dbp->type != DB_UNKNOWN,2,2,4
err == DB_DUPLICATE_KEY,2,2,4
"nData == my_process_result_set(mysql,result)",2,2,4
dbinfo != NULL,2,2,4
"nData == my_stmt_result(""SELECT * FROM test_null"")",2,2,4
"memcmp(&datetime_canonical, &datetime_out, sizeof(datetime_out)) == 0",2,2,4
cp->indx != 0 || adjust > 0,2,2,4
LF_ISSET(DB_SALVAGE),2,2,4
"F_ISSET(sdbp, DB_AM_SECONDARY)",2,2,4
"meta->dbmeta.magic != 0 || IS_RECOVERING(dbp->dbenv) || F_ISSET(dbp, DB_AM_RECOVER)",2,2,4
dbji->bt_compare_method_id != NULL,2,2,4
(int) i16_data == rc,2,2,4
strlen(data) == max_blob_length,2,2,4
block->requests,4,0,4
fname != NULL,2,2,4
is_null == 0 && lii == 1,2,2,4
uint8_val == uint8_max,2,2,4
dbji->assoc_method_id != NULL,2,2,4
rhs->m_length <= NAME_LEN,2,2,4
"*(roff_t *)R_ADDR(infop, mutexp->reg_off) == R_OFFSET(infop, mutexp)",2,2,4
20 == my_process_stmt_result(stmt),2,2,4
0 == rc,2,2,4
orig_cp->opd == NULL,2,2,4
dtab != NULL,2,2,4
((db_alignp_t)mutexp & (MUTEX_ALIGN - 1)) == 0,2,2,4
dbenv->tx_handle != NULL,2,2,4
"row_count == my_stmt_result(""SELECT * FROM test_date"")",2,2,4
"buf, d_stream.total_out",3,1,4
length[3] == 8,2,2,4
"failedexpr, file, line",2,2,4
extid >= array->low_extent && offset < array->n_extent,2,2,4
lp->lsn.file >= ckplsn->file,2,2,4
"1 == my_stmt_result(""SELECT * FROM test_bind_result"",50)",2,2,4
TAILQ_FIRST(&txnp->kids) == NULL,2,2,4
buf2_len == strlen(cp1251),2,2,4
!(block->status & BLOCK_FOR_UPDATE) || fail_block(block),4,0,4
int32_val == int32_min,2,2,4
bhp->priority == hp->hash_priority,2,2,4
"F_ISSET(td, TXN_RESTORED)",2,2,4
new_lock_type == TL_WRITE_ALLOW_WRITE,2,2,4
int16_val == int16_max,2,2,4
3 == my_process_stmt_result(stmt_select),2,2,4
data == 8.0,2,2,4
"m_curr_row_end <= m_rows_end, HA_ERR_CORRUPT_EVENT",2,2,4
"!memcmp(buf2, koi8, buf1_len)",2,2,4
(block->offset == keycache->key_cache_block_size) || fail_block(block),4,0,4
"0 == my_stmt_result(""SELECT * FROM test_multi_table"")",2,2,4
h->pgno != meta->free,2,2,4
(uint)(3-param) == my_process_stmt_result(stmt_select2),2,2,4
"1 == my_stmt_result(""SELECT ROW(1,7) IN (select id, id1 from test_sub2 WHERE id1=7)"",100)",2,2,4
"nData == my_stmt_result(""SELECT * FROM test_null"", 30)",2,2,4
"4 == my_stmt_result(""SELECT a FROM test_grant"")",2,2,4
"op != DB_HAM_DELFIRSTPG || hcp->indx == NDX_INVALID || (hcp->indx == 0 && F_ISSET(hcp, H_DELETED))",2,2,4
stmt,2,2,4
envinfo != NULL,2,2,4
!ovflok,2,2,4
mysql_more_results(mysql_local) == 1,2,2,4
length[i] == MYSQL_NULL_DATA,2,2,4
3 == my_stmt_result(query),2,2,4
padLen > 0 && padLen <= 16,2,2,4
pgno == meta->last_pgno,2,2,4
0 == my_process_stmt_result(stmt_select),2,2,4
vseg < end,2,2,4
cp->page == NULL,2,2,4
count == 1,2,2,4
my_process_stmt_result(stmt) == 3,2,2,4
cur_file->file == 0,2,2,4
exact || CD_ISSET(cp),2,2,4
int64_val == int64_max,2,2,4
himarkp != NULL,2,2,4
(uint)(3-param) == my_process_stmt_result(stmt_select1),2,2,4
buf2_len == strlen(koi8),2,2,4
mysql_affected_rows(mysql) == 1,2,2,4
"!LOCK_ISSET(dbp->handle_lock) || dbp->lid != DB_LOCK_INVALIDID || dbp->type == DB_QUEUE || F_ISSET(dbp, DB_AM_SUBDB)",2,2,4
(A) != 0,3,1,4
"memcmp(&time_in, &time_out, sizeof(time_in)) == 0",2,2,4
"F_ISSET(cp_arg, C_RENUMBER)",2,2,4
(mysql_stmt_fetch(stmt) == 0),2,2,4
dbp->log_filename == NULL || dbp->log_filename->id == DB_LOGFILEID_INVALID,2,2,4
"4 == my_stmt_result(""SELECT * FROM test_prep_alter"",50)",2,2,4
"!strcmp(ulonglong_as_string, ""18446744073709551615"")",2,2,4
stack != NULL,2,2,4
result_file_name,2,2,4
m_status == DA_ERROR,3,1,4
uint32_val == uint32_min,2,2,4
"F_ISSET(fhp, DB_FH_VALID) && ((fhp->fd != -1) || (fhp->handle != INVALID_HANDLE_VALUE))",2,2,4
hcp->opd == NULL,2,2,4
inited == NONE,3,1,4
rc != 0 && rc != MYSQL_NO_DATA,2,2,4
(int)inp[indx] - HOFFSET(pagep) >= 0,2,2,4
lsn_dbt.size == sizeof(lsn_rc),2,2,4
pgip->pi_refcount == 0,2,2,4
exp_count == NUM_ROWS,2,2,4
TYPE(pagep) == P_OVERFLOW,2,2,4
sp == rest,3,1,4
map1->bitmap && map2->bitmap && map1->n_bits==map2->n_bits,3,1,4
"mysql_stmt_prepare(stmt, ""SHOW DATABASES"", 100) != 0",2,2,4
field->max_length == 0,2,2,4
(i+1) == my_process_stmt_result(stmt_select),2,2,4
"row_count == (int) my_stmt_result(""SELECT * FROM test_bind_fetch"")",2,2,4
"4 == my_stmt_result(""SELECT * FROM test_grant"",50)",2,2,4
"row_count == (int) my_stmt_result(""SELECT * FROM test_bind_fetch"",50)",2,2,4
"!F_ISSET(dbc_orig, DBC_WRITER | DBC_WRITECURSOR)",2,2,4
newname != NULL,2,2,4
(block->status & ~BLOCK_CHANGED) == (BLOCK_READ | BLOCK_IN_USE),4,0,4
int64_val == int64_min,2,2,4
jc->j_curslist[i] != NULL,2,2,4
double_val == (longlong) uint64_val,2,2,4
"block, index",4,0,4
(block->length == 0) || fail_block(block),4,0,4
"memcmp(&time_canonical, &time_out, sizeof(time_out)) == 0",2,2,4
"4 == my_stmt_result(""SELECT a FROM test_grant"",50)",2,2,4
!LF_ISSET(DB_NOORDERCHK),2,2,4
sdbp->s_refcnt == 0,2,2,4
"0 == my_stmt_result(""SELECT * FROM test_multi_table"",50)",2,2,4
is_null == 0 && lii == 2,2,2,4
dbe->dbp == dbp,2,2,4
data == 5.61,2,2,4
block->hash_link->requests,4,0,4
(block->requests > 0) || fail_block(block),4,0,4
int32_val == int32_max,2,2,4
"F_ISSET(dbc->dbp, DB_AM_SECONDARY)",2,2,4
CD_ISSET(cp_arg),2,2,4
"log_compare(&lp->s_lsn, &LSN(bhp->buf)) > 0",2,2,4
uint16_val == uint16_max,2,2,4
"F_ISSET(bhp, BH_DIRTY)",2,2,4
mysql_stmt_field_count(stmt) == mysql_num_fields(result),2,2,4
(hash_link->file == file) && (hash_link->diskpos == filepos) && (block->hash_link == hash_link),4,0,4
dbp->meta_pgno == fnp->meta_pgno,2,2,4
src != dst || cs->casedn_multiply == 1,4,0,4
f == 0,2,2,4
dbp->type == fnp->s_type,2,2,4
"4 == my_stmt_result(""SELECT * FROM test_prep_alter"")",2,2,4
dbji->feedback_method_id != NULL,2,2,4
"!F_ISSET(dbp, DB_AM_RECOVER)",2,2,4
reader_handle.dirty == 1,2,2,4
"1 == my_stmt_result(""SELECT ROW(1,7) IN (select id, id1 from test_sub2 WHERE id1=8)"",100)",2,2,4
trie && key && keylen,2,2,4
n < size(),4,0,4
rhs->m_db_name_length <= NAME_LEN,2,2,4
dbji->bt_prefix_method_id != NULL,2,2,4
key_lsn != NULL || max_lsn != NULL,2,2,4
envinfo == NULL,2,2,4
"nbytes <= P_FREESPACE(dbp, pagep)",2,2,4
map1->bitmap,2,2,4
"1 == my_stmt_result(""SELECT * FROM test_bind_result"")",2,2,4
ret != 0,2,2,4
(int) i8_data == rc,2,2,4
((HASH_CURSOR *)dbc->internal)->opd == NULL,2,2,4
cp_n->opd == NULL,2,2,4
dp == rest,2,2,4
sizeof(intptr) == sizeof(void *),2,2,4
dbji->dup_compare_method_id != NULL,2,2,4
"F_ISSET(dbp, DB_AM_VERIFYING)",2,2,4
"F_ISSET(fhp, DB_FH_VALID) && fhp->fd != -1",2,2,4
vio->packets,2,2,4
dbji->append_recno_method_id != NULL,2,2,4
root_pgno != ((BTREE *)file_dbp->bt_internal)->bt_root,2,2,4
-1 == mysql_next_result(mysql),2,2,4
"memcmp(&datetime_in, &datetime_out, sizeof(datetime_in)) == 0",2,2,4
bhp->ref != 0,2,2,4
LIST_FIRST(&vdp->activepips) == NULL,2,2,4
1 == mysql_stmt_affected_rows(stmt),2,2,4
i <= hp->generation,2,2,4
(field - result) < fields,1,3,4
priority <= bhp->priority,2,2,4
mutexp->reg_off != INVALID_ROFF,2,2,4
p->pi_refcount == 0,2,2,4
(int) i32_data == rc,2,2,4
"F_ISSET(partial, DB_DBT_PARTIAL)",2,2,4
"lsn == NULL || status != TXN_COMMIT || log_compare(&hp->maxlsn, lsn) >= 0",2,2,4
"row_count == my_stmt_result(""SELECT * FROM test_date"",50)",2,2,4
last_lsn != NULL,2,2,4
dbinfo == NULL,2,2,4
map->bitmap && map2->bitmap && map->n_bits==map2->n_bits,4,0,4
param_count == 3,2,2,4
pdbc->mylock.off == LOCK_INVALID,2,2,4
"info->end_of_file == my_tell(info->file,MYF(0))",2,2,4
mutexp->reg_off == INVALID_ROFF,2,2,4
"!strcmp(ulonglong_as_string, ""0"")",2,2,4
1 == rc,2,2,4
found == 1,2,2,4
"4 == my_stmt_result(""SELECT * FROM test_grant"")",2,2,4
sizeof(db_pgno_t) == sizeof(u_int32_t),2,2,4
field->max_length == max_blob_length,2,2,4
"!F_ISSET(bhp, BH_DIRTY | BH_DIRTY_CREATE | BH_LOCKED)",2,2,4
mysql_stmt_affected_rows(stmt) == exp_count,2,2,4
dbji->h_hash_method_id != NULL,2,2,4
uint64_val == uint64_max,2,2,4
